name,price,category_id
Product 125,236.91,2
Product 126,136.17,2
Product 127,86.49,1
Product 128,172.4,2
Product 129,135.57,1
Product 130,102.72,2
Product 131,64.37,2
Product 132,319.53,1
Product 133,236.9,1
Product 134,423.11,2
Product 135,442.63,1
Product 136,233.21,1
Product 137,275.8,2
Product 138,423.12,1
Product 139,140.73,1
Product 140,57.98,1
Product 141,250.87,2
Product 142,388.86,2
Product 143,362.78,2
Product 144,93.98,2
Product 145,292.42,2
Product 146,325.31,2
Product 147,331.4,2
Product 148,138.93,1
Product 149,194.89,1
Product 150,9.83,1
Product 151,433.41,1
Product 152,270.77,1
Product 153,341.32,2
Product 154,248.62,2
Product 155,5.47,2
Product 156,462.14,1
Product 157,11.0,1
Product 158,364.44,1
Product 159,66.33,2
Product 160,193.55,1
Product 161,129.7,2
Product 162,364.52,2
Product 163,62.48,2
Product 164,288.51,1
Product 165,447.34,1
Product 166,57.38,2
Product 167,220.66,2
Product 168,346.08,1
Product 169,499.96,2
Product 170,83.64,2
Product 171,445.26,1
Product 172,498.94,1
Product 173,166.13,2
Product 174,42.02,1
Product 175,382.47,2
Product 176,168.43,2
Product 177,280.07,2
Product 178,243.67,2
Product 179,54.35,2
Product 180,447.53,1
Product 181,149.03,2
Product 182,495.94,2
Product 183,354.96,1
Product 184,113.91,2
Product 185,300.93,2
Product 186,397.0,2
Product 187,322.71,2
Product 188,438.06,2
Product 189,238.31,1
Product 190,435.93,1
Product 191,351.21,2
Product 192,428.66,1
Product 193,165.57,1
Product 194,329.7,2
Product 195,115.84,1
Product 196,115.53,2
Product 197,366.57,1
Product 198,335.68,2
Product 199,493.97,2
Product 200,17.27,1
Product 201,86.47,2
Product 202,194.09,2
Product 203,209.32,2
Product 204,330.84,2
Product 205,432.66,1
Product 206,182.37,2
Product 207,33.35,2
Product 208,263.78,2
Product 209,274.01,1
Product 210,102.27,1
Product 211,69.13,2
Product 212,431.56,1
Product 213,330.69,2
Product 214,203.96,1
Product 215,407.27,1
Product 216,39.29,1
Product 217,163.75,2
Product 218,161.24,1
Product 219,483.84,1
Product 220,156.85,1
Product 221,136.27,1
Product 222,320.53,1
Product 223,250.91,2
Product 224,459.6,2
Product 225,149.73,2
Product 226,88.62,2
Product 227,148.01,1
Product 228,78.59,2
Product 229,77.63,1
Product 230,81.53,1
Product 231,83.42,2
Product 232,250.19,1
Product 233,281.79,1
Product 234,77.33,2
Product 235,354.17,1
Product 236,374.97,1
Product 237,336.27,1
Product 238,38.53,1
Product 239,254.65,2
Product 240,238.6,2
Product 241,347.15,2
Product 242,301.0,2
Product 243,328.0,1
Product 244,309.24,2
Product 245,132.46,1
Product 246,473.74,1
Product 247,399.58,1
Product 248,73.76,1
Product 249,55.19,1
Product 250,412.6,1
Product 251,394.19,1
Product 252,272.89,1
Product 253,412.59,2
Product 254,180.75,1
Product 255,26.22,1
Product 256,55.7,2
Product 257,166.4,2
Product 258,263.01,1
Product 259,233.59,1
Product 260,267.81,1
Product 261,498.23,1
Product 262,493.69,2
Product 263,458.52,1
Product 264,120.63,1
Product 265,242.13,1
Product 266,446.06,2
Product 267,5.99,2
Product 268,348.62,1
Product 269,417.78,1
Product 270,410.05,1
Product 271,488.7,2
Product 272,499.55,1
Product 273,324.97,2
Product 274,369.61,1
Product 275,247.76,1
Product 276,377.46,1
Product 277,314.46,1
Product 278,89.49,1
Product 279,449.0,1
Product 280,87.2,2
Product 281,40.02,1
Product 282,39.77,1
Product 283,226.86,2
Product 284,375.79,1
Product 285,6.61,2
Product 286,346.26,2
Product 287,471.02,1
Product 288,344.38,1
Product 289,468.9,2
Product 290,472.13,1
Product 291,320.48,1
Product 292,270.0,2
Product 293,74.77,1
Product 294,460.82,2
Product 295,158.8,2
Product 296,54.47,1
Product 297,213.34,2
Product 298,192.5,2
Product 299,313.43,2
Product 300,140.5,2
Product 301,107.38,1
Product 302,424.47,1
Product 303,303.45,1
Product 304,232.6,1
Product 305,330.98,2
Product 306,41.01,1
Product 307,290.31,2
Product 308,170.27,1
Product 309,49.16,1
Product 310,355.3,2
Product 311,412.62,1
Product 312,79.41,2
Product 313,169.84,1
Product 314,476.77,1
Product 315,330.64,2
Product 316,164.86,1
Product 317,466.08,2
Product 318,485.29,2
Product 319,455.98,1
Product 320,247.38,2
Product 321,420.87,1
Product 322,298.98,2
Product 323,372.4,1
Product 324,177.49,2
Product 325,457.54,1
Product 326,89.43,1
Product 327,134.34,1
Product 328,400.41,1
Product 329,364.57,2
Product 330,317.32,2
Product 331,245.13,2
Product 332,263.22,2
Product 333,147.19,2
Product 334,493.37,1
Product 335,360.6,1
Product 336,325.1,1
Product 337,232.29,2
Product 338,233.08,2
Product 339,238.55,2
Product 340,233.88,2
Product 341,109.91,2
Product 342,232.61,1
Product 343,214.23,1
Product 344,351.03,1
Product 345,449.84,1
Product 346,116.42,2
Product 347,269.48,1
Product 348,95.68,2
Product 349,363.53,1
Product 350,412.03,1
Product 351,316.25,1
Product 352,188.68,1
Product 353,437.3,2
Product 354,284.99,1
Product 355,362.92,2
Product 356,108.65,1
Product 357,451.22,1
Product 358,433.96,2
Product 359,194.27,1
Product 360,118.78,1
Product 361,298.89,1
Product 362,11.35,2
Product 363,276.45,2
Product 364,228.84,1
Product 365,257.28,1
Product 366,319.86,1
Product 367,28.22,2
Product 368,79.22,1
Product 369,434.02,1
Product 370,225.13,1
Product 371,121.31,2
Product 372,268.99,1
Product 373,24.15,1
Product 374,339.01,1
Product 375,446.66,2
Product 376,315.35,1
Product 377,26.65,2
Product 378,407.54,1
Product 379,134.86,1
Product 380,472.18,2
Product 381,226.39,2
Product 382,19.77,2
Product 383,310.66,2
Product 384,468.58,2
Product 385,492.18,2
Product 386,211.03,1
Product 387,434.07,2
Product 388,195.07,1
Product 389,19.97,1
Product 390,139.83,2
Product 391,210.49,2
Product 392,140.77,1
Product 393,440.7,2
Product 394,125.83,2
Product 395,188.68,2
Product 396,287.52,1
Product 397,391.09,1
Product 398,76.68,2
Product 399,381.79,1
Product 400,374.99,1
Product 401,434.13,1
Product 402,308.53,2
Product 403,217.27,1
Product 404,21.69,1
Product 405,472.06,1
Product 406,488.85,1
Product 407,183.03,1
Product 408,40.2,2
Product 409,30.97,2
Product 410,45.77,2
Product 411,355.32,2
Product 412,95.4,2
Product 413,270.51,1
Product 414,99.22,2
Product 415,432.54,1
Product 416,342.16,1
Product 417,498.14,2
Product 418,45.04,1
Product 419,87.21,2
Product 420,64.3,2
Product 421,117.5,1
Product 422,311.18,2
Product 423,395.68,2
Product 424,455.29,2
Product 425,115.78,2
Product 426,240.51,1
Product 427,275.22,2
Product 428,457.45,1
Product 429,25.56,2
Product 430,112.31,1
Product 431,484.45,2
Product 432,428.68,2
Product 433,491.67,1
Product 434,306.49,1
Product 435,370.96,2
Product 436,468.15,1
Product 437,130.89,2
Product 438,373.44,2
Product 439,47.07,2
Product 440,67.02,1
Product 441,281.93,1
Product 442,214.86,1
Product 443,188.84,2
Product 444,167.83,2
Product 445,186.76,2
Product 446,358.01,1
Product 447,320.33,2
Product 448,441.53,2
Product 449,482.18,2
Product 450,131.17,1
Product 451,103.35,2
Product 452,79.76,2
Product 453,208.15,1
Product 454,464.53,2
Product 455,270.68,1
Product 456,253.8,1
Product 457,12.44,2
Product 458,215.26,2
Product 459,63.08,1
Product 460,185.61,1
Product 461,208.95,2
Product 462,375.44,2
Product 463,147.92,1
Product 464,50.17,1
Product 465,306.75,1
Product 466,364.77,2
Product 467,162.29,2
Product 468,153.24,2
Product 469,177.47,1
Product 470,244.82,1
Product 471,150.79,2
Product 472,416.57,1
Product 473,483.16,1
Product 474,62.78,1
Product 475,219.18,1
Product 476,206.03,2
Product 477,126.26,1
Product 478,216.03,2
Product 479,126.1,2
Product 480,401.46,1
Product 481,305.52,2
Product 482,329.0,2
Product 483,49.19,1
Product 484,463.34,2
Product 485,21.86,2
Product 486,337.55,1
Product 487,62.98,1
Product 488,457.26,1
Product 489,310.0,2
Product 490,253.49,1
Product 491,425.64,1
Product 492,375.82,1
Product 493,456.63,1
Product 494,16.81,1
Product 495,199.87,1
Product 496,83.88,1
Product 497,421.71,1
Product 498,322.88,1
Product 499,31.03,1
Product 500,69.5,1
Product 501,59.74,2
Product 502,160.55,2
Product 503,302.18,1
Product 504,460.65,1
Product 505,187.53,1
Product 506,212.18,2
Product 507,194.88,1
Product 508,68.37,2
Product 509,255.5,1
Product 510,469.3,1
Product 511,154.57,2
Product 512,457.25,2
Product 513,35.22,1
Product 514,243.65,2
Product 515,448.37,2
Product 516,351.94,2
Product 517,345.9,1
Product 518,167.74,2
Product 519,421.29,2
Product 520,70.15,1
Product 521,136.05,2
Product 522,293.1,2
Product 523,124.0,2
Product 524,55.37,2
Product 525,19.73,2
Product 526,455.07,1
Product 527,100.75,2
Product 528,268.07,2
Product 529,342.41,2
Product 530,338.31,2
Product 531,386.19,1
Product 532,384.68,2
Product 533,130.56,2
Product 534,372.51,1
Product 535,110.67,2
Product 536,365.83,2
Product 537,247.3,2
Product 538,401.19,2
Product 539,28.85,1
Product 540,396.41,2
Product 541,315.27,2
Product 542,40.95,2
Product 543,62.2,1
Product 544,325.93,2
Product 545,141.9,2
Product 546,213.09,1
Product 547,298.34,2
Product 548,452.8,2
Product 549,31.16,1
Product 550,476.66,1
Product 551,301.19,1
Product 552,432.81,2
Product 553,51.25,1
Product 554,221.17,2
Product 555,121.79,1
Product 556,470.47,2
Product 557,197.87,1
Product 558,420.71,2
Product 559,477.41,1
Product 560,403.54,1
Product 561,238.55,2
Product 562,477.81,2
Product 563,152.91,1
Product 564,221.45,2
Product 565,71.38,2
Product 566,482.59,1
Product 567,417.21,2
Product 568,48.08,1
Product 569,495.67,2
Product 570,25.51,1
Product 571,18.75,2
Product 572,479.62,1
Product 573,17.74,2
Product 574,126.34,2
Product 575,58.98,2
Product 576,148.81,2
Product 577,345.03,2
Product 578,45.8,1
Product 579,91.73,2
Product 580,495.42,1
Product 581,118.4,2
Product 582,392.66,1
Product 583,91.1,2
Product 584,479.03,1
Product 585,396.5,2
Product 586,56.27,2
Product 587,479.88,1
Product 588,25.83,1
Product 589,89.91,1
Product 590,144.44,1
Product 591,341.24,2
Product 592,172.83,1
Product 593,129.9,1
Product 594,295.49,1
Product 595,470.0,1
Product 596,404.42,2
Product 597,164.03,2
Product 598,467.27,2
Product 599,262.08,1
Product 600,482.33,1
Product 601,333.79,2
Product 602,236.45,2
Product 603,496.51,1
Product 604,258.19,2
Product 605,281.03,2
Product 606,328.46,2
Product 607,421.18,1
Product 608,138.73,1
Product 609,489.29,1
Product 610,442.87,1
Product 611,482.26,1
Product 612,459.89,2
Product 613,229.5,2
Product 614,174.85,1
Product 615,372.55,2
Product 616,343.92,2
Product 617,256.4,2
Product 618,362.15,2
Product 619,76.28,2
Product 620,221.66,2
Product 621,393.37,2
Product 622,350.31,2
Product 623,267.87,1
Product 624,286.96,2
Product 625,358.96,1
Product 626,95.79,1
Product 627,261.37,2
Product 628,262.67,1
Product 629,34.72,1
Product 630,380.05,1
Product 631,195.69,2
Product 632,5.63,1
Product 633,429.63,1
Product 634,32.3,2
Product 635,486.87,2
Product 636,467.54,1
Product 637,65.22,1
Product 638,107.76,2
Product 639,271.74,1
Product 640,249.52,1
Product 641,329.24,1
Product 642,35.22,2
Product 643,416.54,1
Product 644,265.16,2
Product 645,443.47,2
Product 646,120.45,2
Product 647,185.24,2
Product 648,335.32,1
Product 649,96.4,2
Product 650,372.11,1
Product 651,143.16,1
Product 652,394.5,2
Product 653,321.84,1
Product 654,102.86,2
Product 655,273.52,2
Product 656,168.01,1
Product 657,404.76,1
Product 658,378.43,1
Product 659,222.66,1
Product 660,440.2,1
Product 661,201.97,2
Product 662,333.21,1
Product 663,182.03,2
Product 664,315.35,2
Product 665,207.36,2
Product 666,86.5,1
Product 667,257.6,2
Product 668,246.57,2
Product 669,64.05,2
Product 670,385.73,1
Product 671,214.92,1
Product 672,374.84,2
Product 673,400.0,2
Product 674,40.41,2
Product 675,411.1,2
Product 676,67.86,1
Product 677,109.45,2
Product 678,214.52,2
Product 679,131.56,1
Product 680,115.91,1
Product 681,479.64,1
Product 682,254.19,1
Product 683,145.01,1
Product 684,252.69,2
Product 685,429.55,2
Product 686,179.73,1
Product 687,80.36,2
Product 688,160.6,1
Product 689,177.46,2
Product 690,401.25,2
Product 691,268.32,1
Product 692,330.6,1
Product 693,312.2,1
Product 694,386.65,2
Product 695,153.98,2
Product 696,135.66,2
Product 697,409.67,2
Product 698,30.57,2
Product 699,244.36,2
Product 700,402.18,2
Product 701,225.61,2
Product 702,197.75,2
Product 703,248.66,1
Product 704,177.43,1
Product 705,381.37,2
Product 706,171.1,2
Product 707,401.87,2
Product 708,400.92,2
Product 709,228.34,2
Product 710,88.29,2
Product 711,20.27,2
Product 712,361.62,2
Product 713,177.44,1
Product 714,372.41,2
Product 715,391.22,1
Product 716,101.95,2
Product 717,75.75,1
Product 718,188.35,1
Product 719,391.43,1
Product 720,336.02,2
Product 721,87.5,1
Product 722,444.22,1
Product 723,364.91,1
Product 724,249.74,1
Product 725,265.26,1
Product 726,257.62,1
Product 727,82.88,2
Product 728,215.87,2
Product 729,488.36,1
Product 730,218.33,2
Product 731,331.19,2
Product 732,342.1,2
Product 733,212.86,2
Product 734,489.35,2
Product 735,223.17,1
Product 736,225.8,1
Product 737,246.85,1
Product 738,208.28,1
Product 739,271.47,2
Product 740,271.84,2
Product 741,416.01,2
Product 742,59.32,1
Product 743,161.47,1
Product 744,171.34,2
Product 745,222.54,1
Product 746,166.52,2
Product 747,133.24,1
Product 748,326.31,2
Product 749,448.17,1
Product 750,368.38,1
Product 751,63.12,1
Product 752,77.44,1
Product 753,420.32,1
Product 754,429.86,2
Product 755,222.96,1
Product 756,491.34,2
Product 757,134.71,2
Product 758,89.07,1
Product 759,267.1,2
Product 760,367.0,1
Product 761,150.85,1
Product 762,374.51,1
Product 763,152.77,1
Product 764,124.93,2
Product 765,286.27,1
Product 766,204.41,2
Product 767,309.64,1
Product 768,6.27,2
Product 769,64.59,1
Product 770,333.34,1
Product 771,252.63,1
Product 772,296.76,2
Product 773,256.44,1
Product 774,276.6,1
Product 775,477.3,2
Product 776,263.5,1
Product 777,313.16,1
Product 778,465.13,2
Product 779,411.64,1
Product 780,85.33,1
Product 781,130.11,1
Product 782,414.81,1
Product 783,129.46,1
Product 784,430.15,1
Product 785,407.18,1
Product 786,211.16,2
Product 787,479.72,1
Product 788,33.72,1
Product 789,184.35,2
Product 790,107.37,2
Product 791,37.5,2
Product 792,43.02,1
Product 793,67.27,2
Product 794,333.41,1
Product 795,461.13,2
Product 796,101.61,2
Product 797,399.15,2
Product 798,225.05,1
Product 799,141.92,2
Product 800,62.13,2
Product 801,260.12,2
Product 802,368.45,1
Product 803,223.65,1
Product 804,90.62,1
Product 805,131.65,2
Product 806,266.47,1
Product 807,238.38,1
Product 808,210.13,2
Product 809,96.88,1
Product 810,8.47,2
Product 811,129.38,1
Product 812,178.74,2
Product 813,434.38,1
Product 814,262.81,2
Product 815,351.87,1
Product 816,58.79,2
Product 817,334.08,2
Product 818,439.74,2
Product 819,76.13,1
Product 820,467.84,2
Product 821,409.04,2
Product 822,85.45,1
Product 823,308.81,2
Product 824,60.66,2
Product 825,451.18,2
Product 826,96.88,2
Product 827,343.24,1
Product 828,437.83,2
Product 829,205.59,2
Product 830,266.52,2
Product 831,303.32,2
Product 832,412.46,1
Product 833,381.87,2
Product 834,285.31,2
Product 835,70.67,1
Product 836,304.91,2
Product 837,155.16,2
Product 838,281.98,1
Product 839,181.87,2
Product 840,230.96,2
Product 841,412.83,1
Product 842,264.25,2
Product 843,386.6,2
Product 844,74.95,1
Product 845,450.27,1
Product 846,470.19,1
Product 847,113.02,1
Product 848,35.68,1
Product 849,483.84,2
Product 850,451.52,2
Product 851,309.12,1
Product 852,300.7,1
Product 853,349.58,2
Product 854,205.97,2
Product 855,196.03,2
Product 856,236.4,2
Product 857,359.77,1
Product 858,381.61,1
Product 859,340.03,1
Product 860,174.03,1
Product 861,217.1,2
Product 862,415.64,2
Product 863,383.52,1
Product 864,54.92,2
Product 865,97.89,1
Product 866,381.36,1
Product 867,77.94,2
Product 868,318.31,2
Product 869,402.5,1
Product 870,142.26,2
Product 871,205.32,2
Product 872,239.06,1
Product 873,272.92,1
Product 874,286.78,1
Product 875,187.41,2
Product 876,79.65,1
Product 877,411.47,2
Product 878,38.24,1
Product 879,306.96,2
Product 880,406.59,1
Product 881,37.62,2
Product 882,251.83,2
Product 883,100.16,1
Product 884,53.84,1
Product 885,435.52,2
Product 886,286.52,2
Product 887,153.85,1
Product 888,64.45,1
Product 889,492.0,1
Product 890,229.23,2
Product 891,270.91,2
Product 892,54.08,2
Product 893,394.49,1
Product 894,194.85,1
Product 895,300.44,1
Product 896,331.85,1
Product 897,217.85,1
Product 898,161.2,2
Product 899,287.86,1
Product 900,317.61,1
Product 901,409.78,1
Product 902,351.22,1
Product 903,334.54,1
Product 904,286.17,2
Product 905,382.28,1
Product 906,297.47,1
Product 907,11.31,2
Product 908,48.41,2
Product 909,410.45,2
Product 910,295.12,1
Product 911,52.86,1
Product 912,416.64,2
Product 913,200.75,1
Product 914,318.99,2
Product 915,161.3,2
Product 916,424.37,1
Product 917,409.96,1
Product 918,46.35,1
Product 919,344.64,2
Product 920,97.75,2
Product 921,273.29,1
Product 922,127.73,2
Product 923,98.92,2
Product 924,213.42,2
Product 925,196.77,2
Product 926,139.79,2
Product 927,318.19,2
Product 928,299.9,1
Product 929,171.3,2
Product 930,372.01,2
Product 931,467.68,2
Product 932,333.81,1
Product 933,275.77,2
Product 934,148.64,2
Product 935,100.19,1
Product 936,205.23,2
Product 937,465.44,1
Product 938,195.33,2
Product 939,203.72,2
Product 940,7.26,1
Product 941,56.53,2
Product 942,76.51,1
Product 943,226.87,1
Product 944,247.19,1
Product 945,374.15,2
Product 946,98.77,2
Product 947,126.69,1
Product 948,411.41,2
Product 949,207.6,1
Product 950,444.7,2
Product 951,29.96,1
Product 952,430.86,1
Product 953,432.18,2
Product 954,69.21,1
Product 955,221.1,1
Product 956,114.33,1
Product 957,477.12,2
Product 958,89.19,2
Product 959,162.89,2
Product 960,424.8,2
Product 961,259.7,2
Product 962,213.43,2
Product 963,130.81,2
Product 964,19.2,1
Product 965,279.31,1
Product 966,386.21,2
Product 967,194.11,1
Product 968,226.46,2
Product 969,99.27,2
Product 970,276.13,2
Product 971,309.17,1
Product 972,239.38,1
Product 973,288.56,1
Product 974,201.19,1
Product 975,85.35,1
Product 976,93.63,2
Product 977,96.36,1
Product 978,416.39,2
Product 979,57.56,2
Product 980,101.45,2
Product 981,260.25,1
Product 982,122.29,2
Product 983,173.74,2
Product 984,467.89,2
Product 985,362.33,1
Product 986,470.16,2
Product 987,235.92,2
Product 988,438.46,1
Product 989,396.58,1
Product 990,175.81,1
Product 991,173.13,1
Product 992,139.47,2
Product 993,270.82,2
Product 994,437.86,2
Product 995,119.25,2
Product 996,487.1,1
Product 997,414.88,2
Product 998,42.69,2
Product 999,162.98,2
Product 1000,394.68,2
Product 1001,85.05,2
Product 1002,383.14,2
Product 1003,127.21,1
Product 1004,407.21,1
Product 1005,486.77,2
Product 1006,235.77,2
Product 1007,273.98,2
Product 1008,265.58,2
Product 1009,438.04,2
Product 1010,45.39,2
Product 1011,95.57,1
Product 1012,92.25,2
Product 1013,355.51,1
Product 1014,22.93,1
Product 1015,203.6,2
Product 1016,59.88,2
Product 1017,480.67,2
Product 1018,191.31,1
Product 1019,255.2,1
Product 1020,489.88,2
Product 1021,475.42,2
Product 1022,493.25,2
Product 1023,64.66,2
Product 1024,485.92,2
Product 1025,207.55,2
Product 1026,456.23,1
Product 1027,303.26,1
Product 1028,396.82,2
Product 1029,466.18,1
Product 1030,124.6,1
Product 1031,54.18,2
Product 1032,262.26,2
Product 1033,106.73,2
Product 1034,92.38,1
Product 1035,264.02,1
Product 1036,94.5,1
Product 1037,166.37,1
Product 1038,325.16,1
Product 1039,53.47,2
Product 1040,491.3,1
Product 1041,403.74,2
Product 1042,448.85,1
Product 1043,462.3,1
Product 1044,72.5,1
Product 1045,294.63,2
Product 1046,20.19,2
Product 1047,283.78,2
Product 1048,395.31,2
Product 1049,104.6,2
Product 1050,215.54,2
Product 1051,229.21,1
Product 1052,369.47,2
Product 1053,456.36,1
Product 1054,325.8,1
Product 1055,20.03,1
Product 1056,299.99,2
Product 1057,146.13,1
Product 1058,67.81,1
Product 1059,187.58,1
Product 1060,339.48,2
Product 1061,245.53,1
Product 1062,156.83,2
Product 1063,104.84,2
Product 1064,465.68,2
Product 1065,456.59,1
Product 1066,270.36,2
Product 1067,165.02,1
Product 1068,57.77,1
Product 1069,87.34,2
Product 1070,454.71,1
Product 1071,246.76,1
Product 1072,142.5,1
Product 1073,156.27,1
Product 1074,28.12,2
Product 1075,403.46,2
Product 1076,250.43,1
Product 1077,240.98,2
Product 1078,254.02,2
Product 1079,274.95,2
Product 1080,335.84,1
Product 1081,20.57,2
Product 1082,437.32,1
Product 1083,333.85,2
Product 1084,439.41,2
Product 1085,298.29,1
Product 1086,498.77,2
Product 1087,458.44,1
Product 1088,387.26,1
Product 1089,52.54,2
Product 1090,360.38,2
Product 1091,145.11,1
Product 1092,382.03,2
Product 1093,245.18,2
Product 1094,420.43,1
Product 1095,77.79,1
Product 1096,33.0,2
Product 1097,156.97,2
Product 1098,158.97,1
Product 1099,127.59,1
Product 1100,306.3,1
Product 1101,32.09,2
Product 1102,150.85,1
Product 1103,230.39,1
Product 1104,226.32,1
Product 1105,121.77,1
Product 1106,59.98,1
Product 1107,138.49,1
Product 1108,375.78,1
Product 1109,351.19,2
Product 1110,491.4,2
Product 1111,99.79,2
Product 1112,281.15,2
Product 1113,135.55,2
Product 1114,463.26,1
Product 1115,457.54,2
Product 1116,307.61,1
Product 1117,393.64,1
Product 1118,487.44,2
Product 1119,333.99,2
Product 1120,358.98,1
Product 1121,66.34,2
Product 1122,46.6,2
Product 1123,318.28,1
Product 1124,411.53,2
Product 1125,432.78,2
Product 1126,388.92,1
Product 1127,165.01,2
Product 1128,88.93,1
Product 1129,297.77,2
Product 1130,440.48,1
Product 1131,246.26,2
Product 1132,326.44,2
Product 1133,5.02,1
Product 1134,458.79,1
Product 1135,240.22,1
Product 1136,383.73,1
Product 1137,139.51,2
Product 1138,367.83,2
Product 1139,110.24,1
Product 1140,203.59,1
Product 1141,108.31,1
Product 1142,61.74,1
Product 1143,258.79,1
Product 1144,433.81,1
Product 1145,135.48,1
Product 1146,92.17,2
Product 1147,420.42,2
Product 1148,136.07,2
Product 1149,151.41,2
Product 1150,45.21,1
Product 1151,363.89,1
Product 1152,78.5,2
Product 1153,35.37,1
Product 1154,408.39,2
Product 1155,192.73,2
Product 1156,370.98,1
Product 1157,371.87,2
Product 1158,348.6,2
Product 1159,15.42,2
Product 1160,127.85,2
Product 1161,105.58,2
Product 1162,354.11,1
Product 1163,267.39,2
Product 1164,442.56,1
Product 1165,389.29,2
Product 1166,358.5,1
Product 1167,183.15,2
Product 1168,251.14,1
Product 1169,54.51,1
Product 1170,477.19,1
Product 1171,126.78,1
Product 1172,486.01,1
Product 1173,24.69,1
Product 1174,11.08,2
Product 1175,64.37,2
Product 1176,230.8,1
Product 1177,434.99,1
Product 1178,193.16,2
Product 1179,193.14,1
Product 1180,460.54,1
Product 1181,27.94,1
Product 1182,79.13,2
Product 1183,129.35,1
Product 1184,229.83,1
Product 1185,77.92,1
Product 1186,309.01,2
Product 1187,340.46,1
Product 1188,483.43,1
Product 1189,124.88,2
Product 1190,177.34,2
Product 1191,121.51,1
Product 1192,200.5,1
Product 1193,23.57,2
Product 1194,209.73,2
Product 1195,276.91,1
Product 1196,345.91,1
Product 1197,222.07,1
Product 1198,59.49,2
Product 1199,378.97,2
Product 1200,412.75,1
Product 1201,451.64,2
Product 1202,331.97,1
Product 1203,491.15,2
Product 1204,412.44,2
Product 1205,252.03,2
Product 1206,206.34,1
Product 1207,353.55,1
Product 1208,321.28,2
Product 1209,101.92,2
Product 1210,483.7,2
Product 1211,221.51,1
Product 1212,317.86,2
Product 1213,356.54,1
Product 1214,22.07,2
Product 1215,441.03,2
Product 1216,75.72,2
Product 1217,121.11,2
Product 1218,234.35,2
Product 1219,132.62,2
Product 1220,106.72,2
Product 1221,243.02,2
Product 1222,497.72,2
Product 1223,475.8,1
Product 1224,198.76,2
Product 1225,357.78,2
Product 1226,472.72,2
Product 1227,193.57,1
Product 1228,50.25,1
Product 1229,40.35,2
Product 1230,42.2,2
Product 1231,220.69,1
Product 1232,345.28,1
Product 1233,212.16,1
Product 1234,269.71,2
Product 1235,19.1,2
Product 1236,67.23,1
Product 1237,315.2,1
Product 1238,178.59,1
Product 1239,116.61,2
Product 1240,54.69,1
Product 1241,355.83,1
Product 1242,33.47,2
Product 1243,466.51,1
Product 1244,259.68,1
Product 1245,113.57,1
Product 1246,39.97,2
Product 1247,230.18,2
Product 1248,227.74,2
